Brand	CostPrice	CostPriceFrom	CostPriceInPoints	Description	Discount	Platform	PlatformProducts.0.Brand	PlatformProducts.0.Category	PlatformProducts.0.CostPrice	PlatformProducts.0.CostPriceFrom	PlatformProducts.0.CostPriceInPoints	PlatformProducts.0.Description	PlatformProducts.0.Discount	PlatformProducts.0.Platform	PlatformProducts.0.Sku	PlatformProducts.0.Url	PlatformProducts.0.Vendor	PlatformProducts.1.Brand	PlatformProducts.1.Category	PlatformProducts.1.CostPrice	PlatformProducts.1.CostPriceFrom	PlatformProducts.1.CostPriceInPoints	PlatformProducts.1.Description	PlatformProducts.1.Discount	PlatformProducts.1.Platform	PlatformProducts.1.Sku	PlatformProducts.1.Url	PlatformProducts.1.Vendor	PlatformProducts.10.Brand	PlatformProducts.10.Category	PlatformProducts.10.CostPrice	PlatformProducts.10.CostPriceFrom	PlatformProducts.10.CostPriceInPoints	PlatformProducts.10.Description	PlatformProducts.10.Discount	PlatformProducts.10.Platform	PlatformProducts.10.Sku	PlatformProducts.10.Url	PlatformProducts.10.Vendor	PlatformProducts.11.Brand	PlatformProducts.11.Category	PlatformProducts.11.CostPrice	PlatformProducts.11.CostPriceFrom	PlatformProducts.11.CostPriceInPoints	PlatformProducts.11.Description	PlatformProducts.11.Discount	PlatformProducts.11.Platform	PlatformProducts.11.Sku	PlatformProducts.11.Url	PlatformProducts.11.Vendor	PlatformProducts.12.Brand	PlatformProducts.12.Category	PlatformProducts.12.CostPrice	PlatformProducts.12.CostPriceFrom	PlatformProducts.12.CostPriceInPoints	PlatformProducts.12.Description	PlatformProducts.12.Discount	PlatformProducts.12.Platform	PlatformProducts.12.Sku	PlatformProducts.12.Url	PlatformProducts.12.Vendor	PlatformProducts.13.Brand	PlatformProducts.13.Category	PlatformProducts.13.CostPrice	PlatformProducts.13.CostPriceFrom	PlatformProducts.13.CostPriceInPoints	PlatformProducts.13.Description	PlatformProducts.13.Discount	PlatformProducts.13.Platform	PlatformProducts.13.Sku	PlatformProducts.13.Url	PlatformProducts.13.Vendor	PlatformProducts.14.Brand	PlatformProducts.14.Category	PlatformProducts.14.CostPrice	PlatformProducts.14.CostPriceFrom	PlatformProducts.14.CostPriceInPoints	PlatformProducts.14.Description	PlatformProducts.14.Discount	PlatformProducts.14.Platform	PlatformProducts.14.Sku	PlatformProducts.14.Url	PlatformProducts.14.Vendor	PlatformProducts.15.Brand	PlatformProducts.15.Category	PlatformProducts.15.CostPrice	PlatformProducts.15.CostPriceFrom	PlatformProducts.15.CostPriceInPoints	PlatformProducts.15.Description	PlatformProducts.15.Discount	PlatformProducts.15.Platform	PlatformProducts.15.Sku	PlatformProducts.15.Url	PlatformProducts.15.Vendor	PlatformProducts.16.Brand	PlatformProducts.16.Category	PlatformProducts.16.CostPrice	PlatformProducts.16.CostPriceFrom	PlatformProducts.16.CostPriceInPoints	PlatformProducts.16.Description	PlatformProducts.16.Discount	PlatformProducts.16.Platform	PlatformProducts.16.Sku	PlatformProducts.16.Url	PlatformProducts.16.Vendor	PlatformProducts.17.Brand	PlatformProducts.17.Category	PlatformProducts.17.CostPrice	PlatformProducts.17.CostPriceFrom	PlatformProducts.17.CostPriceInPoints	PlatformProducts.17.Description	PlatformProducts.17.Discount	PlatformProducts.17.Platform	PlatformProducts.17.Sku	PlatformProducts.17.Url	PlatformProducts.17.Vendor	PlatformProducts.18.Brand	PlatformProducts.18.Category	PlatformProducts.18.CostPrice	PlatformProducts.18.CostPriceFrom	PlatformProducts.18.CostPriceInPoints	PlatformProducts.18.Description	PlatformProducts.18.Discount	PlatformProducts.18.Platform	PlatformProducts.18.Sku	PlatformProducts.18.Url	PlatformProducts.18.Vendor	PlatformProducts.19.Brand	PlatformProducts.19.Category	PlatformProducts.19.CostPrice	PlatformProducts.19.CostPriceFrom	PlatformProducts.19.CostPriceInPoints	PlatformProducts.19.Description	PlatformProducts.19.Discount	PlatformProducts.19.Platform	PlatformProducts.19.Sku	PlatformProducts.19.Url	PlatformProducts.19.Vendor	PlatformProducts.2.Brand	PlatformProducts.2.Category	PlatformProducts.2.CostPrice	PlatformProducts.2.CostPriceFrom	PlatformProducts.2.CostPriceInPoints	PlatformProducts.2.Description	PlatformProducts.2.Discount	PlatformProducts.2.Platform	PlatformProducts.2.Sku	PlatformProducts.2.Url	PlatformProducts.2.Vendor	PlatformProducts.20.Brand	PlatformProducts.20.Category	PlatformProducts.20.CostPrice	PlatformProducts.20.CostPriceFrom	PlatformProducts.20.CostPriceInPoints	PlatformProducts.20.Description	PlatformProducts.20.Discount	PlatformProducts.20.Platform	PlatformProducts.20.Sku	PlatformProducts.20.Url	PlatformProducts.20.Vendor	PlatformProducts.21.Brand	PlatformProducts.21.Category	PlatformProducts.21.CostPrice	PlatformProducts.21.CostPriceFrom	PlatformProducts.21.CostPriceInPoints	PlatformProducts.21.Description	PlatformProducts.21.Discount	PlatformProducts.21.Platform	PlatformProducts.21.Sku	PlatformProducts.21.Url	PlatformProducts.21.Vendor	PlatformProducts.22.Brand	PlatformProducts.22.Category	PlatformProducts.22.CostPrice	PlatformProducts.22.CostPriceFrom	PlatformProducts.22.CostPriceInPoints	PlatformProducts.22.Description	PlatformProducts.22.Discount	PlatformProducts.22.Platform	PlatformProducts.22.Sku	PlatformProducts.22.Url	PlatformProducts.22.Vendor	PlatformProducts.23.Brand	PlatformProducts.23.Category	PlatformProducts.23.CostPrice	PlatformProducts.23.CostPriceFrom	PlatformProducts.23.CostPriceInPoints	PlatformProducts.23.Description	PlatformProducts.23.Discount	PlatformProducts.23.Platform	PlatformProducts.23.Sku	PlatformProducts.23.Url	PlatformProducts.23.Vendor	PlatformProducts.24.Brand	PlatformProducts.24.Category	PlatformProducts.24.CostPrice	PlatformProducts.24.CostPriceFrom	PlatformProducts.24.CostPriceInPoints	PlatformProducts.24.Description	PlatformProducts.24.Discount	PlatformProducts.24.Platform	PlatformProducts.24.Sku	PlatformProducts.24.Url	PlatformProducts.24.Vendor	PlatformProducts.25.Brand	PlatformProducts.25.Category	PlatformProducts.25.CostPrice	PlatformProducts.25.CostPriceFrom	PlatformProducts.25.CostPriceInPoints	PlatformProducts.25.Description	PlatformProducts.25.Discount	PlatformProducts.25.Platform	PlatformProducts.25.Sku	PlatformProducts.25.Url	PlatformProducts.25.Vendor	PlatformProducts.26.Brand	PlatformProducts.26.Category	PlatformProducts.26.CostPrice	PlatformProducts.26.CostPriceFrom	PlatformProducts.26.CostPriceInPoints	PlatformProducts.26.Description	PlatformProducts.26.Discount	PlatformProducts.26.Platform	PlatformProducts.26.Sku	PlatformProducts.26.Url	PlatformProducts.26.Vendor	PlatformProducts.27.Brand	PlatformProducts.27.Category	PlatformProducts.27.CostPrice	PlatformProducts.27.CostPriceFrom	PlatformProducts.27.CostPriceInPoints	PlatformProducts.27.Description	PlatformProducts.27.Discount	PlatformProducts.27.Platform	PlatformProducts.27.Sku	PlatformProducts.27.Url	PlatformProducts.27.Vendor	PlatformProducts.28.Brand	PlatformProducts.28.Category	PlatformProducts.28.CostPrice	PlatformProducts.28.CostPriceFrom	PlatformProducts.28.CostPriceInPoints	PlatformProducts.28.Description	PlatformProducts.28.Discount	PlatformProducts.28.Platform	PlatformProducts.28.Sku	PlatformProducts.28.Url	PlatformProducts.28.Vendor	PlatformProducts.29.Brand	PlatformProducts.29.Category	PlatformProducts.29.CostPrice	PlatformProducts.29.CostPriceFrom	PlatformProducts.29.CostPriceInPoints	PlatformProducts.29.Description	PlatformProducts.29.Discount	PlatformProducts.29.Platform	PlatformProducts.29.Sku	PlatformProducts.29.Url	PlatformProducts.29.Vendor	PlatformProducts.3.Brand	PlatformProducts.3.Category	PlatformProducts.3.CostPrice	PlatformProducts.3.CostPriceFrom	PlatformProducts.3.CostPriceInPoints	PlatformProducts.3.Description	PlatformProducts.3.Discount	PlatformProducts.3.Platform	PlatformProducts.3.Sku	PlatformProducts.3.Url	PlatformProducts.3.Vendor	PlatformProducts.4.Brand	PlatformProducts.4.Category	PlatformProducts.4.CostPrice	PlatformProducts.4.CostPriceFrom	PlatformProducts.4.CostPriceInPoints	PlatformProducts.4.Description	PlatformProducts.4.Discount	PlatformProducts.4.Platform	PlatformProducts.4.Sku	PlatformProducts.4.Url	PlatformProducts.4.Vendor	PlatformProducts.5.Brand	PlatformProducts.5.Category	PlatformProducts.5.CostPrice	PlatformProducts.5.CostPriceFrom	PlatformProducts.5.CostPriceInPoints	PlatformProducts.5.Description	PlatformProducts.5.Discount	PlatformProducts.5.Platform	PlatformProducts.5.Sku	PlatformProducts.5.Url	PlatformProducts.5.Vendor	PlatformProducts.6.Brand	PlatformProducts.6.Category	PlatformProducts.6.CostPrice	PlatformProducts.6.CostPriceFrom	PlatformProducts.6.CostPriceInPoints	PlatformProducts.6.Description	PlatformProducts.6.Discount	PlatformProducts.6.Platform	PlatformProducts.6.Sku	PlatformProducts.6.Url	PlatformProducts.6.Vendor	PlatformProducts.7.Brand	PlatformProducts.7.Category	PlatformProducts.7.CostPrice	PlatformProducts.7.CostPriceFrom	PlatformProducts.7.CostPriceInPoints	PlatformProducts.7.Description	PlatformProducts.7.Discount	PlatformProducts.7.Platform	PlatformProducts.7.Sku	PlatformProducts.7.Url	PlatformProducts.7.Vendor	PlatformProducts.8.Brand	PlatformProducts.8.Category	PlatformProducts.8.CostPrice	PlatformProducts.8.CostPriceFrom	PlatformProducts.8.CostPriceInPoints	PlatformProducts.8.Description	PlatformProducts.8.Discount	PlatformProducts.8.Platform	PlatformProducts.8.Sku	PlatformProducts.8.Url	PlatformProducts.8.Vendor	PlatformProducts.9.Brand	PlatformProducts.9.Category	PlatformProducts.9.CostPrice	PlatformProducts.9.CostPriceFrom	PlatformProducts.9.CostPriceInPoints	PlatformProducts.9.Description	PlatformProducts.9.Discount	PlatformProducts.9.Platform	PlatformProducts.9.Sku	PlatformProducts.9.Url	PlatformProducts.9.Vendor	Sku	Url	Vendor	_id
Nespresso	285	349	15000	Cafeteira Nespresso Essenza Mini Vermelho para CafÃ© Espresso - C30-BR	-0.183381088825215	excel-import			18.200	18.200	18.200			Livelo						18.200	18.200	18.200			Livelo																																																																																																																				18.200	18.200	18.200			Livelo																																																																																																																				25.500	25.500	25.500			Livelo																																																																						NLD30BRVRM_PRD	https://www.santanderesfera.com.br/produto/cafeteira-nespresso-essenza-mini-vermelho-para-cafe-espresso-c30-br/1110986	Fast Shop	5b1c3e981d6cf3034f51662b
Três Corações	255	439	13421.0526315789	Cafeteira Três Corações Mimo S24 Vermelha para Café Espresso - 2003894	-0.419134396355353	excel-import			24.752	44.339				Smiles	3T2003894VRM_PRD_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=3T2003894VRM_PRD_35&n=Cafeteira+Tr%C3%AAs+Cora%C3%A7%C3%B5es+Mimo+S24+Vermelha+para+Caf%C3%A9+Espresso+-+2003894				24.752	44.339				Smiles	3TCJ2003894V00_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=3TCJ2003894V00_35&n=Cafeteira+Tres+Coracoes+Mimo+S24+Vermelha+110V+-+2003894+%2B+Maquina+de+Cafe+Tres+Coracoes+Versa+110V+-+S20VERSA																																																																																																																		24.752	44.339				Smiles	3TCJ2003894V01_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=3TCJ2003894V01_35&n=Cafeteira+Tres+Coracoes+Mimo+S24+Vermelha+220V+-+2003894+%2B+Maquina+de+Cafe+Tres+Coracoes+Versa+220V+-+S20VERSA																																																																																																																		18.200	18.200	18.200			Livelo																																																																						3T2003894VRM_PRD	https://www.santanderesfera.com.br/produto/cafeteira-tres-coracoes-mimo-s24-vermelha-para-cafe-espresso-2003894/654818	Fast Shop	5b1c3e991d6cf3034f51663a
GA.MA Italy	254.9	302.28	13415.7894736842	Barbeador Elétrico GA.MA Italy GSH950 W&D Bivolt - Preto	0.156742093423316	excel-import			15.830	18.260					PF7710877	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Eletrica-GA.MA-Italy-WD-GSH950-Bivolt-–-Preto/_/PF7710877?categoryId=PF1619	Ponto Frio			15.830	18.260					PF7710877	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Beleza-e-Saúde/Cuidados-Masculinos/Barbeadores-Elétricos/Barbeador-Eletrica-GA.MA-Italy-WD-GSH950-Bivolt-–-Preto/_/PF7710877?categoryId=PF1619	Ponto Frio																																																																																																																	17.000	17.000	17.000			Livelo																																																																																																																																																																																															11235776	https://www.santanderesfera.com.br/produto/barbeador-eletrico-gama-italy-gsh950-wd-bivolt-preto/726654	Casas Bahia	5b1c3e991d6cf3034f51664b
Consul	1767	2499	93000	Cervejeira Vertical Consul de 82 Litros Frost Free Titanium - CZD12AT	-0.292917166866747	excel-import			127.274	252.399				Smiles	COCZD12AT_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=COCZD12AT_35&n=Cervejeira+Vertical+Consul+de+82+Litros+Frost+Free+Titanium+-+CZD12AT				112.600	112.600	112.600			Livelo																																																																																																																																																																																																																																																																																																																								COCZD12AT	https://www.santanderesfera.com.br/produto/cervejeira-vertical-consul-de-82-litros-frost-free-titanium-czd12at/654241	Fast Shop	5b1c3e991d6cf3034f516659
JBL	123	179	6473.68421052632	Fone de Ouvido sem Fio JBL Intra-Auricular Branco - JBLT110BTWHT	-0.312849162011173	excel-import			8.500	8.500	8.500			Livelo																																																																																																																																																																																																																																																																																																																																			JBLT110BTBCO_PRD	https://www.santanderesfera.com.br/produto/1149651	Fast Shop	5b1c3e991d6cf3034f516665
DL	279.9	323.29	14731.5789473684	"Tablet DL C17 Hawar TX387 Branco com Tela de 7"", 8GB, Câmera, Wi-Fi, Android 7.0 e Processador Quad Core"	0.134213863713694	excel-import			22.770	19.350					PF8377437	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-DL-C17-Hawar-TX387-Branco-com-Tela-de-7-8GB-Camera-Wi-Fi-Android-7.0-e-Processador-Quad-Core/_/PF8377437?categoryId=PF2034	Ponto Frio			22.770	19.350					PF8377437	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-DL-C17-Hawar-TX387-Branco-com-Tela-de-7-8GB-Camera-Wi-Fi-Android-7.0-e-Processador-Quad-Core/_/PF8377437?categoryId=PF2034	Ponto Frio																																																																																																																	18.200	18.200	18.200			Livelo																																																																																																																																																																																															11937680	https://www.santanderesfera.com.br/produto/1137603	Casas Bahia	5b1c3e991d6cf3034f516673
Nespresso	284.9	362.89	14994.7368421053	Cafeteira Nespresso Essenza Mini C30 com Kit Boas Vindas - Branca	0.214913610184905	excel-import			24.352	34.320				Smiles	8232291_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=8232291_4&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Branca	Ponto Frio			24.352	34.320				Smiles	8232291_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=8232291_3&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Branca	Extra																																																																																																																	24.352	34.320				Smiles	8232291_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=8232291_7&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Branca	Casas Bahia																																																																																																																	16.100	20.750					PF8232291	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Branco/_/PF8232291?categoryId=PF997	Ponto Frio			16.100	20.750					PF8232291	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Branco/_/PF8232291?categoryId=PF997	Ponto Frio			16.100	20.750					PF8232291	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Branco/_/PF8232291?categoryId=PF997	Ponto Frio			16.100	20.750					PF8232291	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Branco/_/PF8232291?categoryId=PF997	Ponto Frio																																		11779514	https://www.santanderesfera.com.br/produto/1126691	Casas Bahia	5b1c3e991d6cf3034f516682
Nespresso	284.9	379.38	14994.7368421053	Cafeteira Nespresso Essenza Mini D30 com Kit Boas Vindas - Vermelha	0.249037903948548	excel-import			32.392	50.488				Smiles	8232288_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=8232288_4&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Aeroccino+e+Kit+Boas+Vindas+-+Vermelha	Ponto Frio			32.392	50.488				Smiles	8232286_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=8232286_7&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Kit+Boas+Vindas+-+Vermelha	Casas Bahia																																																																																																																	32.392	50.488				Smiles	8232286_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=8232286_3&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Kit+Boas+Vindas+-+Vermelha	Extra																																																																																																																	32.392	50.488				Smiles	8232288_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=8232288_3&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Aeroccino+e+Kit+Boas+Vindas+-+Vermelha	Extra			32.392	50.488				Smiles	8232288_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=8232288_7&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Aeroccino+e+Kit+Boas+Vindas+-+Vermelha	Casas Bahia			32.392	50.488				Smiles	8232286_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=8232286_4&n=Cafeteira+Nespresso+Essenza+Mini+D30+com+Kit+Boas+Vindas+-+Vermelha	Ponto Frio			17.220	19.730					CB8232286	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-D30---Vermelha/_/CB8232286?categoryId=CB997	Casas Bahia			17.220	19.730					CB8232286	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-D30---Vermelha/_/CB8232286?categoryId=CB997	Casas Bahia			17.220	19.730					CB8232286	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-D30---Vermelha/_/CB8232286?categoryId=CB997	Casas Bahia			17.220	19.730					CB8232286	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-D30---Vermelha/_/CB8232286?categoryId=CB997	Casas Bahia	11779480	https://www.santanderesfera.com.br/produto/1127867	Extra	5b1c3e991d6cf3034f51668d
Nespresso	284.9	419.88	14994.7368421053	Cafeteira Nespresso Essenza Mini C30 com Kit Boas Vindas - Preta	0.321472801752882	excel-import			24.352	37.368				Smiles	8232293_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=8232293_7&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Preta	Casas Bahia			24.352	37.368				Smiles	8232293_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=8232293_3&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Preta	Extra																																																																																																																	24.352	37.368				Smiles	8232293_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=8232293_4&n=Cafeteira+Nespresso+Essenza+Mini+C30+com+Kit+Boas+Vindas+-+Preta	Ponto Frio																																																																																																																	17.220	23.930					PF8232293	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Preto/_/PF8232293?categoryId=PF997	Ponto Frio			17.220	23.930					PF8232293	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Eletroportáteis/Cafeteiras/Nespresso/Cafeteira-Nespresso-Essenza-Mini-C30-–-Preto/_/PF8232293?categoryId=PF997	Ponto Frio																																																								11779510	https://www.santanderesfera.com.br/produto/cafeteira-nespresso-essenza-mini-c30-com-kit-boas-vindas-preta-220v/1127026	Ponto Frio	5b1c3e9a1d6cf3034f51669a
JBL	239	299	12578.9473684211	Fone de Ouvido Sem Fio JBL On Ear Headphone Branco - JBLT450BTWHT	-0.20066889632107	excel-import			16.116	30.199				Smiles	JBLT450BTBCO_PRD_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=JBLT450BTBCO_PRD_35&n=Fone+de+Ouvido+Sem+Fio+JBL+On+Ear+Headphone+Branco+-+JBLT450BTWHT				16.116	30.199				Smiles	JBCJLT450BTP01_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=JBCJLT450BTP01_35&n=Fone+de+Ouvido+sem+Fio+JBL+On+Ear+Headphone+Preto+JBLT450BTBLK+%2B+Fone+de+Ouvido+JBL+On+Ear+Headphone+Branco+JBLT450BTWHT				13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			23.300	23.300	23.300			Livelo						23.300	23.300	23.300			Livelo						11.400	11.400	11.400			Livelo						6.000	6.000	6.000			Livelo																																																													16.116	30.199				Smiles	JBCJLT450BTA01_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=JBCJLT450BTA01_35&n=Fone+de+Ouvido+JBL+On+Ear+Headphone+Azul+JBLT450BTBLU+%2B+Fone+de+Ouvido+Sem+Fio+JBL+On+Ear+Headphone+Branco+JBLT450BTWHT																																																																																																																		16.116	30.199				Smiles	JBCJLT450BTB00_35	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=35&p=JBCJLT450BTB00_35&n=02+Fones+de+Ouvido+Sem+Fio+JBL+On+Ear+Headphone+Branco+-+JBLT450BTWHT				13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio			13.870	22.190					PF8096939	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Fones-de-Ouvido/Fone-de-Ouvido-On-Ear-JBL-T450BT-com-Conexao-Bluetooth-11-Horas-de-reproducao-e-Controle-de-Musica-e-Chamadas-na-Concha/_/PF8096939?categoryId=PF141	Ponto Frio	JBLT450BTBCO_PRD	https://www.santanderesfera.com.br/produto/fone-de-ouvido-sem-fio-jbl-on-ear-headphone-branco-jblt450btwht-branco/655673	Fast Shop	5b1c3e9a1d6cf3034f5166a7
DL	288.9	351.9	15205.2631578947	Tablet DL Creative Tab Branco com Tela 7”, 8GB, Câmera, Wi-Fi, Android 7 e Processador Quad Core de 1.3 GHz	0.179028132992327	excel-import			20.130	22.100					PF8275564	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-DL-Creative-Tab-Branco-com-Tela-7-8GB-Camera-Wi-Fi-Android-7-e-Processador-Quad-Core-de-1.3-GHz/_/PF8275564?categoryId=PF2034	Ponto Frio			20.130	22.100					PF8275564	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-DL-Creative-Tab-Branco-com-Tela-7-8GB-Camera-Wi-Fi-Android-7-e-Processador-Quad-Core-de-1.3-GHz/_/PF8275564?categoryId=PF2034	Ponto Frio																																																																																																																	17.300	17.300	17.300			Livelo																																																																																																																				18.200	18.200	18.200			Livelo						18.200	18.200	18.200			Livelo						25.900	25.900	25.900			Livelo						22.900	22.900	22.900			Livelo																																					11823972	https://www.santanderesfera.com.br/produto/tablet-dl-creative-tab-branco-com-tela-7-8gb-camera-wi-fi-android-7-e-processador-quad-core-de-13-ghz/1134288	Ponto Frio	5b1c3e9a1d6cf3034f5166b3
Mondial	299.9	428.87	15784.2105263158	Cafeteira Expresso Mondial Coffee Cream Premium C-08 Preto/Prata - 15 Bar	0.300720498053023	excel-import			17.220	25.360					CB31861	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Expresso/Cafeteira-Expresso-Mondial-Coffee-Cream-Premium-C-08-PretoPrata---15-Bar/_/CB31861?categoryId=CB271	Casas Bahia			17.220	25.360					CB31861	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Portáteis/Cafeteiras/Cafeteiras-Expresso/Cafeteira-Expresso-Mondial-Coffee-Cream-Premium-C-08-PretoPrata---15-Bar/_/CB31861?categoryId=CB271	Casas Bahia																																																																																																																	18.600	18.600	18.600			Livelo																																																																																																																																																																																															48004	https://www.santanderesfera.com.br/produto/658428	Casas Bahia	5b1c3e9a1d6cf3034f5166c0
